,Movie Title,Year,Content Rating,Budget_ADJ,Gross_Income_ADJ,Director,IMDB Score
266,The Martian ,2015,PG-13,"$111,692,241.48","$236,240,459.56",Ridley Scott,8.1
267,The Island ,2005,PG-13,"$158,141,935.48","$44,931,168.73",Michael Bay,6.9
268,Town & Country ,2001,R,"$124,566,911.35","$9,290,547.65",Peter Chelsom,4.4
269,Gone in Sixty Seconds ,2000,PG-13,"$128,111,498.26","$144,684,867.14",Dominic Sena,6.5
270,Gladiator ,2000,R,"$146,616,492.45","$267,142,175.81",Ridley Scott,8.5
271,Minority Report ,2002,PG-13,"$138,978,543.64","$179,873,813.97",Steven Spielberg,7.7
272,Harry Potter and the Chamber of Secrets ,2002,PG,"$136,253,474.15","$356,944,064.20",Chris Columbus,7.4
273,Casino Royale ,2006,PG-13,"$182,380,952.38","$203,059,528.48",Martin Campbell,8.0
274,Planet of the Apes ,2001,PG-13,"$138,407,679.28","$249,150,071.76",Tim Burton,5.7
275,Terminator 2: Judgment Day ,1991,R,"$183,570,044.05","$368,657,870.43",James Cameron,8.5
276,Public Enemies ,2009,R,"$114,255,349.89","$110,862,794.35",Michael Mann,7.0
277,American Gangster ,2007,R,"$118,220,138.71","$153,837,052.86",Ridley Scott,7.8
278,True Lies ,1994,R,"$190,207,827.26","$241,948,344.02",James Cameron,7.2
279,The Taking of Pelham 1 2 3 ,2009,R,"$114,255,349.89","$74,782,768.09",Tony Scott,6.4
280,Little Fockers ,2010,PG-13,"$112,411,490.63","$166,800,418.95",Paul Weitz,5.5
281,The Other Guys ,2010,PG-13,"$112,411,490.63","$134,016,954.39",Adam McKay,6.7
282,Eraser ,1996,R,"$156,226,896.11","$158,145,549.87",Chuck Russell,6.1
283,Django Unchained ,2012,R,"$106,762,371.84","$173,814,103.67",Quentin Tarantino,8.5
284,The Hunchback of Notre Dame ,1996,G,"$156,226,896.11","$156,410,623.63",Gary Trousdale,6.9
285,The Emperor's New Groove ,2000,G,"$142,346,109.18","$127,110,197.29",Mark Dindal,7.3
286,The Expendables 2 ,2012,R,"$98,221,382.09","$90,766,593.78",Simon West,6.7
287,National Treasure ,2004,PG,"$129,761,778.72","$224,494,367.87",Jon Turteltaub,6.9
288,Eragon ,2006,PG,"$121,587,301.59","$91,227,150.57",Stefen Fangmeier,5.1
289,Where the Wild Things Are ,2009,PG,"$114,255,349.89","$88,230,476.52",Spike Jonze,6.8
290,Pan ,2015,PG,"$155,128,113.17","$36,160,174.96",Joe Wright,5.8
291,Epic ,2013,PG,"$105,221,135.23","$113,128,816.05",Chris Wedge,6.7
292,The Tourist ,2010,PG-13,"$112,411,490.63","$76,025,191.71",Florian Henckel von Donnersmarck,6.0
293,End of Days ,1999,R,"$122,118,607.44","$98,374,730.54",Peter Hyams,5.7
294,Blood Diamond ,2006,R,"$121,587,301.59","$69,750,089.99",Edward Zwick,8.0
295,The Wolf of Wall Street ,2013,R,"$105,221,135.23","$122,968,496.86",Martin Scorsese,8.2
296,Batman Forever ,1995,PG-13,"$160,839,895.01","$295,995,447.33",Joel Schumacher,5.4
297,Starship Troopers ,1997,R,"$160,358,878.50","$83,539,438.83",Paul Verhoeven,7.2
298,Cloud Atlas ,2012,R,"$108,897,619.28","$28,931,086.74",Tom Tykwer,7.5
299,Legend of the Guardians: The Owls of Ga'Hoole ,2010,PG,"$89,929,192.50","$62,583,223.51",Zack Snyder,7.0
300,Catwoman ,2004,PG-13,"$129,761,778.72","$52,162,561.12",Pitof,3.3
301,Hercules ,2014,PG-13,"$103,541,497.70","$75,233,282.26",Brett Ratner,6.0
302,Treasure Planet ,2002,PG,"$190,754,863.81","$51,940,579.19",Ron Clements,7.1
303,Land of the Lost ,2009,PG-13,"$114,255,349.89","$56,433,110.96",Brad Silberling,5.4
304,The Expendables 3 ,2014,PG-13,"$93,187,347.93","$40,683,548.06",Patrick Hughes,6.1
305,Point Break ,2015,PG-13,"$108,589,679.22","$29,755,870.07",Ericson Core,5.3
306,Son of the Mask ,2005,PG,"$105,427,956.99","$21,349,972.08",Lawrence Guterman,2.2
307,In the Heart of the Sea ,2015,PG-13,"$103,418,742.12","$25,839,805.64",Ron Howard,7.0
308,The Adventures of Pluto Nash ,2002,PG-13,"$136,253,474.15","$6,010,279.72",Ron Underwood,3.8
309,Green Zone ,2010,R,"$112,411,490.63","$39,371,534.43",Paul Greengrass,6.9
310,The Peanuts Movie ,2015,G,"$102,384,554.69","$134,625,241.03",Steve Martino,7.2
311,The Spanish Prisoner ,1997,PG,"$15,272,274.14","$15,577,719.63",David Mamet,7.3
312,The Mummy Returns ,2001,PG-13,"$135,639,525.69","$279,594,086.49",Stephen Sommers,6.3
313,Gangs of New York ,2002,R,"$136,253,474.15","$105,841,205.48",Martin Scorsese,7.5
314,The Flowers of War ,2011,R,"$102,433,459.74","$10,039.57",Yimou Zhang,7.6
315,Surf's Up ,2007,PG,"$118,220,138.71","$69,593,469.50",Ash Brannon,6.8
316,The Stepford Wives ,2004,PG-13,"$116,785,600.85","$77,176,626.31",Frank Oz,5.2
317,Black Hawk Down ,2001,R,"$127,335,064.94","$150,364,365.75",Ridley Scott,7.7
318,The Campaign ,2012,R,"$101,424,253.25","$92,773,492.56",Jay Roach,6.2
319,The Fifth Element ,1997,PG-13,"$142,032,149.53","$97,040,060.45",Luc Besson,7.7
320,Sex and the City 2 ,2010,R,"$112,411,490.63","$107,160,679.08",Michael Patrick King,4.3
321,The Road to El Dorado ,2000,PG,"$135,228,803.72","$72,315,611.29",Bibo Bergeron,6.9
322,Ice Age: Continental Drift ,2012,PG,"$101,424,253.25","$172,226,306.98",Steve Martino,6.6
323,Cinderella ,2015,PG,"$98,247,805.01","$208,024,895.83",Kenneth Branagh,7.0
324,The Lovely Bones ,2009,PG-13,"$74,265,977.43","$50,252,750.02",Peter Jackson,6.7
325,Finding Nemo ,2003,G,"$125,224,347.83","$507,343,607.69",Andrew Stanton,8.2
326,The Lord of the Rings: The Return of the King ,2003,PG-13,"$125,224,347.83","$502,255,212.23",Peter Jackson,8.9
327,The Lord of the Rings: The Two Towers ,2002,PG-13,"$128,078,265.70","$463,914,327.28",Peter Jackson,8.7
328,Seventh Son ,2014,PG-13,"$98,364,422.82","$17,785,219.52",Sergey Bodrov,5.5
329,Lara Croft: Tomb Raider ,2001,PG-13,"$159,168,831.17","$181,513,620.20",Simon West,5.7
330,Transcendence ,2014,PG-13,"$103,541,497.70","$23,829,562.13",Wally Pfister,6.3
331,Jurassic Park III ,2001,PG-13,"$128,719,141.73","$250,747,815.41",Joe Johnston,5.9
332,Rise of the Planet of the Apes ,2011,PG-13,"$101,343,742.08","$192,597,406.98",Rupert Wyatt,7.6
333,The Spiderwick Chronicles ,2008,PG,"$102,463,969.38","$81,001,979.07",Mark Waters,6.6
334,A Good Day to Die Hard ,2013,R,"$96,803,444.41","$70,860,533.78",John Moore,5.3
335,The Alamo ,2004,PG-13,"$138,845,103.23","$29,074,893.88",John Lee Hancock,6.0
336,The Incredibles ,2004,PG,"$119,380,836.42","$339,246,051.45",Brad Bird,8.0
337,Cutthroat Island ,1995,PG-13,"$157,623,097.11","$17,692,388.45",Renny Harlin,5.6
338,Percy Jackson & the Olympians: The Lightning Thief ,2010,PG,"$106,790,916.09","$99,778,372.56",Chris Columbus,5.9
339,Men in Black ,1997,PG-13,"$137,450,467.29","$382,032,295.26",Barry Sonnenfeld,7.3
340,Toy Story 2 ,1999,G,"$132,417,767.11","$361,682,059.26",John Lasseter,7.9
341,Unstoppable ,2010,PG-13,"$112,411,490.63","$91,679,977.86",Tony Scott,6.8
342,Rush Hour 2 ,2001,PG-13,"$124,566,911.35","$312,992,986.13",Brett Ratner,6.6
343,What Lies Beneath ,2000,PG-13,"$142,346,109.18","$221,163,665.12",Robert Zemeckis,6.6
344,Cloudy with a Chance of Meatballs ,2009,PG,"$114,255,349.89","$142,670,969.61",Phil Lord,7.0
345,Ice Age: Dawn of the Dinosaurs ,2009,PG,"$102,829,814.90","$224,595,974.45",Carlos Saldanha,7.0
346,The Secret Life of Walter Mitty ,2013,PG,"$94,699,021.71","$61,269,341.10",Ben Stiller,7.3
347,Charlie's Angels ,2000,PG-13,"$130,958,420.44","$178,367,567.89",McG,5.5
348,The Departed ,2006,R,"$109,428,571.43","$160,949,296.15",Martin Scorsese,8.5
349,Mulan ,1998,G,"$135,342,331.29","$181,386,398.43",Tony Bancroft,7.5
350,Tropic Thunder ,2008,R,"$104,740,946.48","$125,708,150.81",Ben Stiller,7.0
351,The Girl with the Dragon Tattoo ,2011,R,"$98,074,589.11","$111,713,269.73",David Fincher,7.8
352,Die Hard with a Vengeance ,1995,R,"$144,755,905.51","$160,860,000.00",John McTiernan,7.6
353,Sherlock Holmes ,2009,PG-13,"$102,829,814.90","$238,815,948.50",Guy Ritchie,7.6
354,Atlantis: The Lost Empire ,2001,PG,"$166,089,215.13","$116,313,715.41",Gary Trousdale,6.8
355,Alvin and the Chipmunks: The Road Chip ,2015,PG,"$93,076,867.90","$88,820,995.34",Walt Becker,5.0
356,Valkyrie ,2008,PG-13,"$85,386,641.15","$94,582,748.25",Bryan Singer,7.1
357,You Don't Mess with the Zohan ,2008,PG-13,"$102,463,969.38","$113,870,300.58",Dennis Dugan,5.5
358,Pixels ,2015,PG-13,"$91,008,493.06","$81,439,761.85",Chris Columbus,5.6
359,A.I. Artificial Intelligence ,2001,PG-13,"$138,407,679.28","$108,811,534.77",Steven Spielberg,7.1
360,The Haunted Mansion ,2003,PG,"$119,895,652.17","$101,002,753.75",Rob Minkoff,4.9
361,Contact ,1997,PG,"$137,450,467.29","$154,026,741.65",Robert Zemeckis,7.4
362,Hollow Man ,2000,R,"$135,228,803.72","$104,210,647.04",Paul Verhoeven,5.7
363,The Interpreter ,2005,PG-13,"$100,407,578.08","$91,013,645.89",Sydney Pollack,6.4
364,Percy Jackson: Sea of Monsters ,2013,PG,"$94,699,021.71","$72,138,202.46",Thor Freudenthal,5.9
365,Lara Croft Tomb Raider: The Cradle of Life ,2003,PG-13,"$126,556,521.74","$87,462,223.70",Jan de Bont,5.5
366,Now You See Me 2 ,2016,PG-13,"$91,917,319.08","$66,063,386.48",Jon M. Chu,6.9
367,The Saint ,1997,PG-13,"$103,851,464.17","$93,703,703.88",Phillip Noyce,6.2
368,Spy Game ,2001,R,"$127,335,064.94","$37,191.53",Tony Scott,7.0
369,Mission to Mars ,2000,PG,"$128,111,498.26","$86,652,645.93",Brian De Palma,5.6
370,Rio ,2011,G,"$98,074,589.11","$156,503,488.88",Carlos Saldanha,7.0
371,Bicentennial Man ,1999,PG,"$147,130,852.34","$85,660,723.97",Chris Columbus,6.8
372,Volcano ,1997,PG-13,"$137,450,467.29","$72,503,765.32",Mick Jackson,5.4
373,The Devil's Own ,1997,R,"$131,341,557.63","$65,483,181.84",Alan J. Pakula,6.1
374,K-19: The Widowmaker ,2002,PG-13,"$136,253,474.15","$47,918,544.23",Kathryn Bigelow,6.7
375,Fantastic Four ,2015,PG-13,"$124,102,490.54","$58,032,621.51",Josh Trank,4.3
376,Conan the Barbarian ,1982,R,"$50,802,072.54","$95,425,190.60",John Milius,6.9
377,Cinderella Man ,2005,PG-13,"$110,448,335.89","$77,369,462.18",Ron Howard,8.0
378,The Nutcracker in 3D ,2010,PG,"$101,170,341.56","$214,213.58",Andrey Konchalovskiy,4.4
379,Seabiscuit ,2003,PG-13,"$115,899,130.43","$160,057,291.95",Gary Ross,7.3
380,Twister ,1996,PG-13,"$143,728,744.42","$377,582,262.15",Jan de Bont,6.3
381,The Fast and the Furious ,2001,PG-13,"$52,594,918.13","$200,016,134.54",Rob Cohen,6.7
382,Cast Away ,2000,PG-13,"$128,111,498.26","$332,563,895.28",Robert Zemeckis,7.7
383,Happy Feet ,2006,PG,"$121,587,301.59","$240,734,135.69",George Miller,6.5
384,The Bourne Supremacy ,2004,PG-13,"$97,321,334.04","$228,444,482.51",Paul Greengrass,7.8
385,Air Force One ,1997,R,"$129,814,330.22","$263,631,101.97",Wolfgang Petersen,6.4
386,Ocean's Eleven ,2001,PG-13,"$117,646,527.39","$253,847,671.30",Steven Soderbergh,7.8
387,The Three Musketeers ,2011,PG-13,"$81,728,824.26","$22,137,967.27",Paul W.S. Anderson,5.8
388,Hotel Transylvania ,2012,PG,"$90,748,016.06","$158,342,527.79",Genndy Tartakovsky,7.1
389,Enchanted ,2007,PG,"$100,487,117.90","$150,975,247.13",Kevin Lima,7.1
390,Safe House ,2012,R,"$90,748,016.06","$134,680,363.74",Daniel Espinosa,6.8
391,102 Dalmatians ,2000,G,"$120,994,192.80","$95,288,704.66",Kevin Lima,4.8
392,Tower Heist ,2011,PG-13,"$81,728,824.26","$85,007,953.59",Brett Ratner,6.2
393,The Holiday ,2006,PG-13,"$103,349,206.35","$76,873,387.83",Nancy Meyers,6.9
394,Enemy of the State ,1998,R,"$135,342,331.29","$167,740,946.98",Tony Scott,7.3
395,It's Complicated ,2009,R,"$97,117,047.41","$128,769,743.99",Nancy Meyers,6.6
396,Ocean's Thirteen ,2007,PG-13,"$100,487,117.90","$138,488,349.01",Steven Soderbergh,6.9
397,Open Season ,2006,PG,"$103,349,206.35","$102,502,421.31",Roger Allers,6.2
398,Divergent ,2014,PG-13,"$88,010,273.05","$156,173,922.00",Neil Burger,6.7
399,Enemy at the Gates ,2001,R,"$94,117,221.91","$71,137,091.81",Jean-Jacques Annaud,7.6
400,The Rundown ,2003,PG-13,"$113,234,782.61","$63,401,919.91",Peter Berg,6.7
401,Last Action Hero ,1993,PG-13,"$118,743,252.60","$84,844,418.67",John McTiernan,6.2
402,Memoirs of a Geisha ,2005,PG-13,"$106,683,051.72","$71,554,020.93",Rob Marshall,7.3
403,The Fast and the Furious: Tokyo Drift ,2006,PG-13,"$103,349,206.35","$75,985,953.73",Justin Lin,6.0
404,Arthur Christmas ,2011,PG,"$108,971,765.68","$50,607,023.03",Sarah Smith,7.1
405,Meet Joe Black ,1998,PG-13,"$135,342,331.29","$67,079,170.77",Martin Brest,7.1
406,Collateral Damage ,2002,R,"$115,815,453.03","$54,567,243.69",Andrew Davis,5.5
407,Mirror Mirror ,2012,PG,"$90,748,016.06","$69,324,726.21",Tarsem Singh,5.6
408,Scott Pilgrim vs. the World ,2010,PG-13,"$67,446,894.38","$35,403,178.37",Edgar Wright,7.5
409,The Core ,2003,PG-13,"$79,930,434.78","$41,445,608.97",Jon Amiel,5.4
410,Nutty Professor II: The Klumps ,2000,PG-13,"$92,524,970.96","$175,524,062.01",Peter Segal,4.3
411,Scooby-Doo ,2002,PG,"$114,452,918.29","$208,860,473.44",Raja Gosnell,4.9
412,Dredd ,2012,R,"$37,366,830.14","$14,307,954.64",Pete Travis,7.1
413,Click ,2006,PG-13,"$85,111,111.11","$166,988,177.52",Frank Coraci,6.4
414,Cats & Dogs: The Revenge of Kitty Galore ,2010,PG,"$95,549,767.03","$48,984,111.91",Brad Peyton,4.3
415,Jumper ,2008,PG-13,"$96,771,526.64","$91,272,793.17",Doug Liman,6.1
416,Hellboy II: The Golden Army ,2008,PG-13,"$96,771,526.64","$86,245,824.31",Guillermo del Toro,7.0
417,Zodiac ,2007,R,"$76,843,090.16","$39,069,808.76",David Fincher,7.7
418,The 6th Day ,2000,PG-13,"$116,723,809.52","$49,171,614.34",Roger Spottiswoode,5.9
419,Bruce Almighty ,2003,PG-13,"$107,906,086.96","$323,171,510.05",Tom Shadyac,6.7
420,The Expendables ,2010,R,"$89,929,192.50","$115,763,119.03",Sylvester Stallone,6.5
421,Mission: Impossible ,1996,PG-13,"$124,981,516.89","$282,716,372.81",Brian De Palma,7.1
422,The Hunger Games ,2012,PG-13,"$83,274,650.03","$435,589,681.72",Gary Ross,7.3
423,The Hangover Part II ,2011,R,"$87,177,412.54","$277,285,180.82",Todd Phillips,6.5
424,Batman Returns ,1992,PG-13,"$139,769,066.29","$284,485,429.89",Tim Burton,7.0
425,Over the Hedge ,2006,PG,"$97,269,841.27","$188,483,832.44",Tim Johnson,6.8
426,Lilo & Stitch ,2002,PG,"$109,002,779.32","$198,618,769.86",Dean DeBlois,7.2
427,Deep Impact ,1998,PG-13,"$112,785,276.07","$211,222,910.10",Mimi Leder,6.1
428,RED 2 ,2013,PG-13,"$88,385,753.59","$55,994,457.23",Dean Parisot,6.7
429,The Longest Yard ,2005,PG-13,"$102,917,767.54","$198,449,341.52",Peter Segal,6.4
430,Alvin and the Chipmunks: Chipwrecked ,2011,G,"$81,728,824.26","$145,045,701.62",Mike Mitchell,4.4
431,Grown Ups 2 ,2013,PG-13,"$84,176,908.18","$140,647,539.45",Dennis Dugan,5.4
432,Get Smart ,2008,PG-13,"$91,079,083.90","$148,360,215.73",Peter Segal,6.5
433,Something's Gotta Give ,2003,PG-13,"$106,573,913.04","$165,976,826.71",Nancy Meyers,6.7
434,Shutter Island ,2010,R,"$89,929,192.50","$143,851,191.59",Martin Scorsese,8.1
435,Four Christmases ,2008,PG-13,"$91,079,083.90","$136,773,513.80",Seth Gordon,5.6
436,Robots ,2005,PG,"$94,132,104.45","$160,903,158.94",Chris Wedge,6.3
437,Face/Off ,1997,R,"$122,178,193.15","$171,394,283.23",John Woo,7.3
438,Bedtime Stories ,2008,PG,"$91,079,083.90","$125,226,735.24",Adam Shankman,6.1
439,Road to Perdition ,2002,R,"$109,002,779.32","$141,777,890.34",Sam Mendes,7.7
440,Just Go with It ,2011,PG-13,"$87,177,412.54","$112,271,549.52",Dennis Dugan,6.4
441,Con Air ,1997,R,"$114,542,056.07","$154,383,083.52",Simon West,6.8
442,Eagle Eye ,2008,PG-13,"$91,079,083.90","$115,114,668.56",D.J. Caruso,6.6
443,Cold Mountain ,2003,R,"$105,241,739.13","$127,399,273.61",Anthony Minghella,7.2
444,The Book of Eli ,2010,R,"$89,929,192.50","$106,591,618.39",Albert Hughes,6.9
445,Flubber ,1997,PG,"$122,178,193.15","$141,986,063.92",Les Mayfield,5.2
446,The Haunting ,1999,PG-13,"$117,704,681.87","$134,167,013.17",Jan de Bont,4.9
447,Space Jam ,1996,PG,"$124,981,516.89","$141,297,233.70",Joe Pytka,6.3
448,The Pink Panther ,2006,PG,"$79,031,746.03","$99,976,950.93",Shawn Levy,5.6
449,The Day the Earth Stood Still ,2008,PG-13,"$91,079,083.90","$90,354,760.40",Scott Derrickson,5.5
450,Conspiracy Theory ,1997,R,"$114,542,056.07","$116,193,749.47",Richard Donner,6.7
451,Fury ,2014,R,"$70,408,218.44","$88,742,431.54",David Ayer,7.6
452,Six Days Seven Nights ,1998,PG-13,"$105,266,257.67","$111,777,676.48",Ivan Reitman,5.7
453,Yogi Bear ,2010,PG,"$89,929,192.50","$112,601,542.49",Eric Brevig,4.6
454,Spirit: Stallion of the Cimarron ,2002,G,"$109,002,779.32","$99,758,403.49",Kelly Asbury,7.0
455,Zookeeper ,2011,PG,"$87,177,412.54","$87,570,654.59",Frank Coraci,5.2
456,Lost in Space ,1998,PG-13,"$120,304,294.48","$103,917,210.42",Stephen Hopkins,5.1
457,The Manchurian Candidate ,2004,R,"$103,809,422.98","$85,576,220.44",Jonathan Demme,6.6
458,Hotel Transylvania 2 ,2015,PG,"$82,734,993.69","$175,493,923.43",Genndy Tartakovsky,6.7
459,Fantasia 2000 ,1999,G,"$117,704,681.87","$89,024,800.28",James Algar,7.3
460,The Time Machine ,2002,PG-13,"$109,002,779.32","$77,235,035.20",Simon Wells,5.9
461,Mighty Joe Young ,1998,PG,"$135,342,331.29","$76,134,586.29",Ron Underwood,5.6
462,Swordfish ,2001,R,"$110,726,143.42","$96,571,147.16",Dominic Sena,6.5
463,The Legend of Zorro ,2005,PG,"$94,132,104.45","$56,926,560.86",Martin Campbell,5.9
464,What Dreams May Come ,1998,PG-13,"$127,823,312.88","$83,236,882.65",Vincent Ward,7.0
465,Little Nicky ,2000,PG-13,"$113,876,887.34","$56,145,392.22",Steven Brill,5.3
466,The Brothers Grimm ,2005,PG-13,"$110,448,335.89","$47,567,635.77",Terry Gilliam,5.9
467,Mars Attacks! ,1996,PG-13,"$109,358,827.28","$58,982,227.31",Tim Burton,6.3
468,Surrogates ,2009,PG-13,"$91,404,279.91","$44,036,774.54",Jonathan Mostow,6.3
469,Thirteen Days ,2000,PG-13,"$113,876,887.34","$49,204,418.00",Roger Donaldson,7.3
470,Daylight ,1996,PG-13,"$124,981,516.89","$51,376,097.47",Rob Cohen,5.8
471,Walking with Dinosaurs 3D ,2013,PG,"$84,176,908.18","$37,956,664.22",Barry Cook,5.2
472,Battlefield Earth ,2000,PG-13,"$62,632,288.04","$30,564,108.17",Roger Christian,2.4
473,Looney Tunes: Back in Action ,2003,PG,"$106,573,913.04","$27,910,135.86",Joe Dante,5.7
474,Nine ,2009,PG-13,"$91,404,279.91","$22,477,939.43",Rob Marshall,5.8
475,Timeline ,2003,PG-13,"$106,573,913.04","$25,951,732.30",Richard Donner,5.6
476,The Postman ,1997,R,"$122,178,193.15","$26,869,109.05",Kevin Costner,6.0
477,Babe: Pig in the City ,1998,G,"$120,304,294.48","$27,546,675.83",George Miller,5.8
478,The Last Witch Hunter ,2015,PG-13,"$93,076,867.90","$28,291,324.17",Breck Eisner,6.0
479,Red Planet ,2000,PG-13,"$99,642,276.42","$24,872,484.40",Antony Hoffman,5.7
480,Arthur and the Invisibles ,2006,PG,"$104,565,079.37","$18,397,775.84",Luc Besson,6.0
481,Oceans ,2009,G,"$45,702,139.96","$22,172,857.08",Jacques Perrin,7.8
482,A Sound of Thunder ,2005,PG-13,"$65,264,925.76","$2,374,414.56",Peter Hyams,4.2
483,Pompeii ,2014,PG-13,"$82,833,198.16","$24,042,074.84",Paul W.S. Anderson,5.6
484,A Beautiful Mind ,2001,PG-13,"$80,276,453.98","$236,274,359.68",Ron Howard,8.2
485,The Lion King ,1994,G,"$74,429,149.80","$699,276,379.34",Roger Allers,8.5
486,Journey 2: The Mysterious Island ,2012,PG,"$84,342,273.75","$110,832,410.75",Brad Peyton,5.8
487,Cloudy with a Chance of Meatballs 2 ,2013,PG,"$82,072,485.48","$126,048,151.13",Cody Cameron,6.5
488,Red Dragon ,2002,R,"$106,277,709.84","$126,620,360.34",Brett Ratner,7.2
489,Hidalgo ,2004,PG-13,"$129,761,778.72","$87,312,458.99",Joe Johnston,6.7
490,Jack and Jill ,2011,PG,"$86,087,694.89","$80,811,453.08",Dennis Dugan,3.4
491,2 Fast 2 Furious ,2003,PG-13,"$101,245,217.39","$169,297,676.50",John Singleton,5.9
492,The Little Prince ,2015,PG,"$83,976,018.60","$1,384,934.15",Mark Osborne,7.8
493,The Invasion ,2007,PG-13,"$94,576,110.97","$17,817,564.76",Oliver Hirschbiegel,5.9
494,The Adventures of Rocky & Bullwinkle ,2000,PG,"$108,183,042.97","$37,010,856.70",Des McAnuff,4.1
495,The Secret Life of Pets ,2016,PG,"$76,597,765.90","$330,397,354.93",Yarrow Cheney,6.8
496,The League of Extraordinary Gentlemen ,2003,PG-13,"$103,909,565.22","$88,539,741.91",Stephen Norrington,5.8
497,Despicable Me 2 ,2013,PG,"$79,968,062.78","$387,266,004.16",Pierre Coffin,7.5
498,Independence Day ,1996,PG-13,"$117,170,172.08","$478,248,115.63",Roland Emmerich,6.9
499,The Lost World: Jurassic Park ,1997,PG-13,"$111,487,601.25","$349,848,892.98",Steven Spielberg,6.5
500,Madagascar ,2005,PG,"$94,132,104.45","$242,404,877.43",Eric Darnell,6.9
501,Children of Men ,2006,R,"$92,406,349.21","$42,903,815.63",Alfonso Cuarón,7.9
502,X-Men ,2000,PG-13,"$106,759,581.88","$223,910,026.89",Bryan Singer,7.4
503,Wanted ,2008,R,"$85,386,641.15","$153,205,089.04",Timur Bekmambetov,6.7
504,The Rock ,1996,R,"$117,170,172.08","$209,354,540.80",Michael Bay,7.4
505,Ice Age: The Meltdown ,2006,PG,"$97,269,841.27","$237,496,188.03",Carlos Saldanha,6.9
506,50 First Dates ,2004,PG-13,"$97,321,334.04","$156,722,165.48",Peter Segal,6.8
507,Hairspray ,2007,PG,"$88,665,104.03","$140,472,823.00",Adam Shankman,6.7
508,Exorcist: The Beginning ,2004,R,"$64,880,889.36","$54,259,710.00",Renny Harlin,5.1
509,Inspector Gadget ,1999,PG,"$110,348,139.26","$143,246,699.36",David Kellogg,4.1
510,Now You See Me ,2013,PG-13,"$78,915,851.42","$123,844,112.42",Louis Leterrier,7.3
511,Grown Ups ,2010,PG-13,"$89,929,192.50","$182,107,948.01",Dennis Dugan,6.0
512,The Terminal ,2004,PG-13,"$77,857,067.23","$99,958,455.42",Steven Spielberg,7.3
513,Hotel for Dogs ,2009,PG,"$39,989,372.46","$83,432,998.35",Thor Freudenthal,5.4
514,Vertical Limit ,2000,PG-13,"$106,759,581.88","$97,469,163.78",Martin Campbell,5.9
515,Charlie Wilson's War ,2007,R,"$88,665,104.03","$78,777,626.78",Mike Nichols,7.1
516,Shark Tale ,2004,PG,"$97,321,334.04","$208,607,659.25",Bibo Bergeron,6.0
517,Dreamgirls ,2006,PG-13,"$85,111,111.11","$125,646,296.68",Bill Condon,6.5
518,Be Cool ,2005,PG-13,"$66,520,020.48","$70,045,260.26",F. Gary Gray,5.7
