,Movie Title,Year,Content Rating,Budget_ADJ,Gross_Income_ADJ,Director,IMDB Score
3064,Shade ,2003,R,"$9,058,782.61","$14,248.93",Damian Nieman,6.4
3065,House at the End of the Street ,2012,PG-13,"$7,366,603.66","$33,745,021.31",Mark Tonderai,5.6
3066,Incendies ,2010,R,"$7,643,981.36","$7,708,163.83",Denis Villeneuve,8.2
3067,"Remember Me, My Love ",2003,R,"$6,660,869.57","$298,244.43",Gabriele Muccino,6.5
3068,Elite Squad ,2007,R,"$4,728,805.55","$9,528.54",José Padilha,8.1
3069,Annabelle ,2014,R,"$6,730,197.35","$87,248,038.85",John R. Leonetti,5.4
3070,Bran Nue Dae ,2009,PG-13,"$7,426,597.74","$125,714.02",Rachel Perkins,6.3
3071,Boyz n the Hood ,1991,R,"$10,798,237.89","$103,490,436.07",John Singleton,7.8
3072,La Bamba ,1987,PG-13,"$14,025,352.11","$116,983,122.97",Luis Valdez,6.8
3073,Dressed to Kill ,1980,X,"$19,335,922.33","$94,891,782.52",Brian De Palma,7.1
3074,The Adventures of Huck Finn ,1993,PG,"$11,026,159.17","$40,887,702.15",Stephen Sommers,6.2
3075,Go ,1999,R,"$9,563,505.40","$24,780,223.96",Doug Liman,7.3
3076,Friends with Money ,2006,R,"$7,903,174.60","$16,252,697.41",Nicole Holofcener,5.9
3077,Bats ,1999,PG-13,"$9,563,505.40","$14,933,456.35",Louis Morneau,3.6
3078,Nowhere in Africa ,2001,R,"$9,688,537.55","$8,544,577.32",Caroline Link,7.7
3079,Shame ,2011,NC-17,"$7,083,164.77","$4,359,201.90",Steve McQueen,7.3
3080,Layer Cake ,2004,R,"$5,190,471.15","$3,034,732.23",Matthew Vaughn,7.4
3081,The Work and the Glory II: American Zion ,2005,PG-13,"$8,158,115.72","$2,541,383.58",Sterling Van Wagenen,6.6
3082,The East ,2013,PG-13,"$6,839,373.79","$2,386,726.80",Zal Batmanglij,6.9
3083,A Home at the End of the World ,2004,R,"$8,434,515.62","$1,335,270.76",Michael Mayer,6.8
3084,The Messenger ,2009,R,"$7,426,597.74","$76,136.34",Oren Moverman,7.2
3085,Control ,2007,R,"$5,319,906.24","$1,030,379.54",Anton Corbijn,7.7
3086,The Terminator ,1984,R,"$15,334,744.95","$90,592,954.76",James Cameron,8.1
3087,Good Bye Lenin! ,2003,R,"$6,394,434.78","$5,413,766.95",Wolfgang Becker,7.7
3088,The Damned United ,2009,R,"$11,425,534.99","$513,644.07",Tom Hooper,7.6
3089,Mallrats ,1995,R,"$9,650,393.70","$3,413,924.88",Kevin Smith,7.2
3090,Grease ,1978,PG-13,"$22,557,055.21","$681,824,588.96",Randal Kleiser,7.2
3091,Platoon ,1986,R,"$13,418,978.10","$308,554,479.56",Oliver Stone,8.1
3092,Fahrenheit 9/11 ,2004,R,"$7,785,706.72","$154,518,240.83",Michael Moore,7.5
3093,Butch Cassidy and the Sundance Kid ,1969,M,"$40,074,114.44","$683,323,094.50",George Roy Hill,8.1
3094,Mary Poppins ,1964,Approved,"$47,442,580.65","$808,896,000.00",Robert Stevenson,7.8
3095,Ordinary People ,1980,R,"$17,848,543.69","$163,016,699.03",Robert Redford,7.8
3096,Around the World in 80 Days ,2004,PG,"$142,737,956.59","$31,148,223.68",Frank Coraci,5.8
3097,West Side Story ,1961,Unrated,"$49,187,959.87","$357,842,408.03",Jerome Robbins,7.6
3098,Caddyshack ,1980,R,"$17,848,543.69","$118,395,339.81",Harold Ramis,7.4
3099,The Brothers ,2001,R,"$8,304,460.76","$38,003,162.59",Gary Hardwick,6.3
3100,The Wood ,1999,R,"$8,827,851.14","$36,852,792.98",Rick Famuyiwa,6.9
3101,The Usual Suspects ,1995,R,"$9,650,393.70","$37,431,152.54",Bryan Singer,8.6
3102,A Nightmare on Elm Street 5: The Dream Child ,1989,X,"$15,814,193.55","$43,821,839.98",Stephen Hopkins,5.1
3103,Van Wilder: Party Liaison ,2002,R,"$8,175,208.45","$28,620,490.52",Walt Becker,6.4
3104,The Wrestler ,2008,R,"$6,830,931.29","$29,870,072.07",Darren Aronofsky,7.9
3105,Duel in the Sun ,1946,Unrated,"$100,562,051.28","$256,433,230.77",King Vidor,6.9
3106,Best in Show ,2000,PG-13,"$8,540,766.55","$26,506,623.43",Christopher Guest,7.5
3107,Escape from New York ,1981,R,"$16,179,537.95","$68,074,596.96",John Carpenter,7.2
3108,School Daze ,1988,R,"$13,468,131.87","$30,139,283.87",Spike Lee,5.8
3109,Daddy Day Camp ,2007,PG,"$7,093,208.32","$15,646,751.01",Fred Savage,2.9
3110,Mystic Pizza ,1988,R,"$12,432,121.72","$26,507,796.88",Donald Petrie,6.2
3111,Sliding Doors ,1998,R,"$13,534,233.13","$17,870,443.52",Peter Howitt,6.8
3112,Tales from the Hood ,1995,R,"$9,650,393.70","$18,975,773.40",Rusty Cundieff,6.1
3113,The Last King of Scotland ,2006,R,"$7,295,238.10","$21,406,491.31",Kevin Macdonald,7.7
3114,Halloween 5 ,1989,X,"$5,930,322.58","$23,014,107.26",Dominique Othenin-Girard,5.2
3115,Bernie ,2011,PG-13,"$5,448,588.28","$10,028,880.82",Richard Linklater,6.8
3116,Pollock ,2000,R,"$8,540,766.55","$12,237,372.59",Ed Harris,7.0
3117,200 Cigarettes ,1999,R,"$8,827,851.14","$10,080,870.45",Risa Bramon Garcia,5.9
3118,The Words ,2012,PG-13,"$6,405,742.31","$12,208,135.23",Brian Klugman,7.1
3119,Casa de mi Padre ,2012,R,"$6,405,742.31","$6,293,895.91",Matt Piedmont,5.5
3120,City Island ,2009,PG-13,"$6,855,320.99","$7,621,645.34",Raymond De Felitta,7.4
3121,The Guard ,2011,R,"$6,538,305.94","$5,840,640.36",John Michael McDonagh,7.3
3122,College ,2008,R,"$7,400,175.57","$5,343,973.03",Deb Hagan,4.6
3123,The Virgin Suicides ,1999,R,"$8,827,851.14","$7,149,786.99",Sofia Coppola,7.2
3124,Miss March ,2009,R,"$6,855,320.99","$5,190,363.47",Zach Cregger,5.1
3125,Wish I Was Here ,2014,R,"$6,212,489.86","$3,715,516.24",Zach Braff,6.7
3126,Simply Irresistible ,1999,PG-13,"$8,827,851.14","$6,466,306.80",Mark Tarlov,5.3
3127,Hedwig and the Angry Inch ,2001,R,"$8,304,460.76","$4,192,480.72",John Cameron Mitchell,7.8
3128,Only the Strong ,1993,PG-13,"$10,177,993.08","$5,553,092.67",Sheldon Lettich,6.7
3129,Shattered Glass ,2003,PG-13,"$7,993,043.48","$2,941,406.70",Billy Ray,7.2
3130,Novocaine ,2001,R,"$8,304,460.76","$2,803,084.92",David Atkins,5.8
3131,The Wackness ,2008,R,"$6,830,931.29","$2,364,693.09",Jonathan Levine,7.0
3132,Beastmaster 2: Through the Portal of Time ,1991,PG-13,"$10,798,237.89","$1,564,529.69",Sylvio Tabet,3.8
3133,The 5th Quarter ,2010,PG,"$6,744,689.44","$449,208.68",Rick Bieber,5.7
3134,The Greatest ,2009,R,"$6,855,320.99","$132,378.53",Shana Feste,6.7
3135,Come Early Morning ,2006,R,"$7,295,238.10","$142,938.03",Joey Lauren Adams,6.2
3136,Lucky Break ,2001,PG-13,"$8,304,460.76","$75,578.90",Peter Cattaneo,6.2
3137,"Surfer, Dude ",2008,R,"$6,830,931.29","$41,551.42",S.R. Bindler,4.7
3138,Deadfall ,2012,R,"$12,811,484.62","$70,253.91",Stefan Ruzowitzky,6.3
3139,L'auberge espagnole ,2002,R,"$7,221,434.13","$5,307,977.54",Cédric Klapisch,7.3
3140,Murder by Numbers ,2002,R,"$68,126,737.08","$43,430,616.39",Barbet Schroeder,6.1
3141,Winter in Wartime ,2008,R,"$4,553,954.19","$618,039.89",Martin Koolhoven,7.1
3142,The Protector ,2005,R,"$251,018,945.21","$14,942,554.11",Prachya Pinkaew,7.1
3143,Bend It Like Beckham ,2002,PG-13,"$4,769,088.24","$44,339,222.69",Gurinder Chadha,6.7
3144,Sunshine State ,2002,PG-13,"$7,630,194.55","$4,175,291.51",John Sayles,6.9
3145,Crossover ,2006,PG-13,"$6,808,888.89","$8,522,866.17",Preston A. Whitmore II,2.1
3146,[Rec] 2 ,2009,R,"$6,398,299.59","$30,876.37",Jaume Balagueró,6.6
3147,The Sting ,1973,PG,"$30,363,963.96","$881,107,027.03",George Roy Hill,8.3
3148,Chariots of Fire ,1981,PG,"$14,831,243.12","$158,559,471.95",Hugh Hudson,7.2
3149,Diary of a Mad Black Woman ,2005,PG-13,"$6,903,020.99","$63,234,343.14",Darren Grant,5.6
3150,Shine ,1996,PG-13,"$8,592,479.29","$55,947,208.96",Scott Hicks,7.7
3151,Don Jon ,2013,R,"$3,156,634.06","$25,753,075.92",Joseph Gordon-Levitt,6.6
3152,Ghost World ,2001,R,"$9,688,537.55","$8,582,322.48",Terry Zwigoff,7.4
3153,Iris ,2001,R,"$7,612,422.36","$1,788,391.92",Richard Eyre,7.1
3154,The Chorus ,2004,PG-13,"$7,136,897.83","$4,710,038.54",Christophe Barratier,7.9
3155,Mambo Italiano ,2003,R,"$6,660,869.57","$8,312,176.40",Émile Gaudreault,6.7
3156,Wonderland ,2003,R,"$6,660,869.57","$1,406,911.53",James Cox,6.6
3157,Do the Right Thing ,1989,R,"$12,849,032.26","$54,451,124.83",Spike Lee,7.9
3158,Harvard Man ,2001,R,"$7,612,422.36","$77,517.99",James Toback,4.9
3159,Le Havre ,2011,Not Rated,"$4,195,412.98","$666,590.10",Aki Kaurismäki,7.2
3160,R100 ,2013,Unrated,"$5,787,162.44","$23,958.85",Hitoshi Matsumoto,6.1
3161,Salvation Boulevard ,2011,R,"$9,807,458.91","$29,907.30",George Ratliff,5.3
3162,The Ten ,2007,R,"$6,206,557.28","$906,141.99",David Wain,5.0
3163,Headhunters ,2011,R,"$33,018,445.00","$1,304,121.79",Morten Tyldum,7.6
3164,Saint Ralph ,2004,PG-13,"$7,785,706.72","$1,031,769.64",Michael McGowan,7.6
3165,Insidious: Chapter 2 ,2013,PG-13,"$5,261,056.76","$87,938,385.95",James Wan,6.6
3166,Saw II ,2005,R,"$5,020,378.90","$109,224,735.26",Darren Lynn Bousman,6.6
3167,10 Cloverfield Lane ,2016,PG-13,"$15,319,553.18","$73,428,880.58",Dan Trachtenberg,7.3
3168,Jackass: The Movie ,2002,R,"$6,812,673.71","$87,567,242.43",Jeff Tremaine,6.6
3169,Lights Out ,2016,PG-13,"$5,004,387.37","$57,740,433.58",David F. Sandberg,6.9
3170,Paranormal Activity 3 ,2011,R,"$5,448,588.28","$113,339,166.62",Henry Joost,5.8
3171,Ouija ,2014,PG-13,"$5,177,074.89","$52,620,762.42",Stiles White,4.4
3172,A Nightmare on Elm Street 3: Dream Warriors ,1987,X,"$9,709,859.15","$96,652,369.58",Chuck Russell,6.6
3173,The Gift ,2015,R,"$5,170,937.11","$45,267,718.56",Joel Edgerton,7.1
3174,Instructions Not Included ,2013,PG-13,"$5,261,056.76","$46,777,643.45",Eugenio Derbez,7.6
3175,Paranormal Activity 4 ,2012,R,"$5,338,118.59","$57,528,712.96",Henry Joost,4.6
3176,The Robe ,1953,Unrated,"$45,902,621.72","$330,498,876.40",Henry Koster,6.8
3177,Freddy's Dead: The Final Nightmare ,1991,R,"$15,297,503.67","$62,759,885.90",Rachel Talalay,4.9
3178,Monster ,2003,R,"$5,994,782.61","$45,917,668.84",Patty Jenkins,7.3
3179,Paranormal Activity: The Marked Ones ,2014,R,"$5,177,074.89","$33,602,679.47",Christopher Landon,5.0
3180,Dallas Buyers Club ,2013,R,"$5,261,056.76","$28,721,701.91",Jean-Marc Vallée,8.0
3181,The Lazarus Effect ,2015,PG-13,"$3,412,818.49","$26,681,045.75",David Gelb,5.2
3182,Memento ,2000,R,"$12,811,149.83","$36,342,220.01",Christopher Nolan,8.5
3183,Oculus ,2013,R,"$5,261,056.76","$29,135,178.88",Mike Flanagan,6.5
3184,Clerks II ,2006,R,"$6,079,365.08","$29,349,772.70",Kevin Smith,7.4
3185,Billy Elliot ,2000,R,"$7,117,305.46","$31,308,900.03",Stephen Daldry,7.7
3186,The Way Way Back ,2013,PG-13,"$5,261,056.76","$22,623,699.40",Nat Faxon,7.4
3187,House Party 2 ,1991,R,"$8,998,531.57","$34,700,560.38",George Jackson,5.1
3188,Doug's 1st Movie ,1999,G,"$7,356,542.62","$28,574,681.56",Maurice Joyce,5.0
3189,The Apostle ,1997,PG-13,"$7,636,137.07","$31,664,746.69",Robert Duvall,7.2
3190,Our Idiot Brother ,2011,R,"$5,448,588.28","$27,035,401.42",Jesse Peretz,6.4
3191,The Players Club ,1998,R,"$6,767,116.56","$34,634,689.06",Ice Cube,5.6
3192,O ,2001,R,"$6,920,383.96","$22,169,315.77",Tim Blake Nelson,6.2
3193,"As Above, So Below ",2014,R,"$5,177,074.89","$21,948,017.42",John Erick Dowdle,6.1
3194,Addicted ,2014,R,"$5,177,074.89","$17,998,599.91",Bille Woodruff,5.2
3195,Eve's Bayou ,1997,R,"$9,163,364.49","$22,635,848.47",Kasi Lemmons,7.3
3196,Still Alice ,2014,PG-13,"$5,177,074.89","$19,317,115.98",Richard Glatzer,7.5
3197,Friday the 13th Part VIII: Jason Takes Manhattan ,1989,R,"$9,883,870.97","$28,354,801.59",Rob Hedden,4.5
3198,My Big Fat Greek Wedding ,2002,PG,"$6,812,673.71","$328,966,882.19",Joel Zwick,6.6
3199,Spring Breakers ,2012,R,"$5,338,118.59","$15,078,875.05",Harmony Korine,5.3
3200,Halloween: The Curse of Michael Myers ,1995,R,"$8,041,994.75","$24,330,167.28",Joe Chappelle,4.9
3201,Y Tu Mamá También ,2001,R,"$2,768,153.59","$18,854,354.97",Alfonso Cuarón,7.7
3202,Shaun of the Dead ,2004,R,"$5,190,471.15","$17,471,629.36",Edgar Wright,8.0
3203,The Haunting of Molly Hartley ,2008,PG-13,"$5,692,442.74","$15,199,023.64",Mickey Liddell,3.8
3204,Lone Star ,1996,R,"$7,811,344.81","$20,731,251.31",John Sayles,7.6
3205,Halloween 4: The Return of Michael Myers ,1988,R,"$10,360,101.44","$36,815,656.47",Dwight H. Little,5.9
3206,April Fool's Day ,1986,R,"$11,182,481.75","$28,957,624.69",Fred Walton,6.2
3207,Diner ,1982,R,"$12,700,518.13","$35,815,461.14",Barry Levinson,7.2
3208,Lone Wolf McQuade ,1983,PG,"$12,305,220.88","$30,024,738.96",Steve Carver,6.3
3209,Apollo 18 ,2011,PG-13,"$5,448,588.28","$19,270,207.44",Gonzalo López-Gallego,5.2
3210,Sunshine Cleaning ,2008,R,"$9,107,908.39","$13,724,602.41",Christine Jeffs,6.9
3211,No Escape ,2015,R,"$5,170,937.11","$28,218,789.37",John Erick Dowdle,6.8
3212,Not Easily Broken ,2009,PG-13,"$9,140,427.99","$12,079,923.37",Bill Duke,6.1
3213,Digimon: The Movie ,2000,PG,"$7,117,305.46","$13,706,152.41",Mamoru Hosoda,5.9
3214,Saved! ,2004,PG-13,"$6,488,088.94","$11,401,797.67",Brian Dannelly,6.9
3215,The Barbarian Invasions ,2003,R,"$7,993,043.48","$4,572,476.47",Denys Arcand,7.7
3216,The Forsaken ,2001,R,"$6,920,383.96","$9,349,813.82",J.S. Cardone,5.3
3217,UHF ,1989,PG-13,"$9,883,870.97","$12,171,309.06",Jay Levey,7.0
3218,Slums of Beverly Hills ,1998,R,"$7,519,018.40","$8,241,322.38",Tamara Jenkins,6.6
3219,Made ,2001,R,"$6,920,383.96","$7,347,658.16",Jon Favreau,6.4
3220,Moon ,2009,R,"$5,712,767.49","$5,723,823.98",Duncan Jones,7.9
3221,The Sweet Hereafter ,1997,R,"$7,636,137.07","$6,577,305.72",Atom Egoyan,7.7
3222,Of Gods and Men ,2010,PG-13,"$4,496,459.63","$4,440,286.48",Xavier Beauvois,7.2
3223,Bottle Shock ,2008,PG-13,"$5,692,442.74","$4,600,163.17",Randall Miller,6.8
3224,Heavenly Creatures ,1994,R,"$8,269,905.53","$5,043,211.68",Peter Jackson,7.4
3225,90 Minutes in Heaven ,2015,PG-13,"$5,170,937.11","$4,861,054.22",Michael Polish,4.6
3226,Everything Must Go ,2010,R,"$5,620,574.53","$3,047,711.58",Dan Rush,6.4
3227,Zero Effect ,1998,R,"$7,519,018.40","$2,978,039.57",Jake Kasdan,7.0
3228,The Machinist ,2004,R,"$6,488,088.94","$1,404,079.54",Brad Anderson,7.7
3229,Light Sleeper ,1992,R,"$8,735,566.64","$1,921,824.66",Paul Schrader,6.8
3230,Kill the Messenger ,2014,R,"$5,177,074.89","$2,532,258.50",Michael Cuesta,7.0
3231,Rabbit Hole ,2010,PG-13,"$5,620,574.53","$2,497,568.62",John Cameron Mitchell,7.0
3232,Party Monster ,2003,R,"$6,660,869.57","$395,209.37",Fenton Bailey,6.3
3233,Green Room ,2015,R,"$5,170,937.11","$3,329,079.30",Jeremy Saulnier,7.1
3234,Bottle Rocket ,1996,R,"$10,935,882.73","$1,626,132.95",Wes Anderson,7.1
3235,Albino Alligator ,1996,R,"$7,811,344.81","$509,780.86",Kevin Spacey,6.1
3236,"Lovely, Still ",2008,PG,"$5,692,442.74","$141,992.29",Nicholas Fackler,7.3
3237,Desert Blue ,1998,R,"$3,007,607.36","$149,097.62",Morgan J. Freeman,6.2
3238,Redacted ,2007,R,"$5,911,006.94","$76,945.94",Brian De Palma,6.2
3239,Fascination ,2004,R,"$6,488,088.94","$20,847.53",Klaus Menzel,3.3
3240,I Served the King of England ,2006,R,"$102,680,476.19","$750,470.87",Jirí Menzel,7.4
3241,Sling Blade ,1996,R,"$1,390,419.38","$38,237,182.73",Billy Bob Thornton,8.0
3242,Hostel ,2005,R,"$6,024,454.69","$59,337,522.52",Eli Roth,5.9
3243,Tristram Shandy: A Cock and Bull Story ,2005,R,"$3,514,265.23","$1,565,671.68",Michael Winterbottom,6.8
3244,Take Shelter ,2011,R,"$5,448,588.28","$1,885,177.76",Jeff Nichols,7.4
3245,Lady in White ,1988,R,"$9,738,495.35","$3,533,082.60",Frank LaLoggia,6.7
3246,The Texas Chainsaw Massacre 2 ,1986,X,"$10,511,532.85","$17,949,833.44",Tobe Hooper,5.5
3247,Only God Forgives ,2013,R,"$5,050,614.49","$819,214.93",Nicolas Winding Refn,5.7
3248,The Names of Love ,2010,R,"$5,170,928.57","$577,610.71",Michel Leclerc,7.2
3249,Savage Grace ,2007,Not Rated,"$5,438,126.38","$513,568.38",Tom Kalin,5.9
3250,Police Academy ,1984,R,"$10,616,361.89","$191,566,352.26",Hugh Wilson,6.7
3251,Four Weddings and a Funeral ,1994,R,"$7,442,914.98","$87,166,180.43",Mike Newell,7.1
3252,25th Hour ,2002,R,"$20,438,021.12","$17,795,852.34",Spike Lee,7.7
3253,Bound ,1996,R,"$7,030,210.33","$5,934,328.64",Lana Wachowski,7.4
3254,Requiem for a Dream ,2000,R,"$6,405,574.91","$5,137,666.80",Darren Aronofsky,8.4
3255,Tango ,1998,PG-13,"$1,052,662,576.69","$2,537,384.49",Carlos Saura,7.2
3256,Donnie Darko ,2001,R,"$6,228,345.57","$1,007,445.97",Richard Kelly,8.1
3257,Character ,1997,R,"$6,872,523.36","$1,089,543.89",Mike van Diem,7.8
3258,Spun ,2002,R,"$2,725,069.48","$558,967.61",Jonas Åkerlund,6.8
3259,Lady Vengeance ,2005,R,"$-2,695,295,400.91","$265,662.14",Chan-wook Park,7.7
3260,Mean Machine ,2001,R,"$3,460,191.98","$127,599.42",Barry Skolnick,6.5
3261,Exiled ,2006,R,"$42,555,555.56","$60,079.93",Johnnie To,7.3
3262,After.Life ,2009,R,"$5,141,490.75","$123,657.42",Agnieszka Wojtowicz-Vosloo,5.9
3263,One Flew Over the Cuckoo's Nest ,1975,R,"$20,046,988.85","$510,286,988.85",Milos Forman,8.7
3264,The Sweeney ,2012,R,"$3,202,871.16","$28,126.55",Nick Love,6.1
3265,Whale Rider ,2002,PG-13,"$8,175,208.45","$28,303,656.23",Niki Caro,7.6
3266,Pan ,2015,PG,"$155,128,113.17","$36,160,174.96",Joe Wright,5.8
3267,Night Watch ,2004,R,"$5,449,994.71","$1,930,176.61",Timur Bekmambetov,6.5
3268,The Crying Game ,1992,R,"$4,018,360.66","$109,280,191.59",Neil Jordan,7.3
3269,Porky's ,1981,R,"$10,786,358.64","$284,490,209.02",Bob Clark,6.2
3270,Survival of the Dead ,2009,R,"$4,570,214.00","$115,460.74",George A. Romero,5.0
3271,Lost in Translation ,2003,R,"$5,328,695.65","$59,369,667.94",Sofia Coppola,7.8
3272,Annie Hall ,1977,PG,"$16,179,537.95","$158,559,471.95",Woody Allen,8.1
3273,The Greatest Show on Earth ,1952,Not Rated,"$36,999,245.28","$332,993,207.55",Cecil B. DeMille,6.7
3274,Exodus: Gods and Kings ,2014,PG-13,"$144,958,096.78","$67,309,268.00",Ridley Scott,6.1
3275,Monster's Ball ,2001,R,"$5,536,307.17","$43,256,502.18",Marc Forster,7.1
3276,Maggie ,2015,PG-13,"$8,790,593.08","$135,659.53",Henry Hobson,5.6
3277,Leaving Las Vegas ,1995,R,"$5,790,236.22","$51,417,855.75",Mike Figgis,7.6
3278,The Boy Next Door ,2015,R,"$4,136,749.68","$36,595,301.04",Rob Cohen,4.6
3279,The Kids Are All Right ,2010,R,"$3,934,402.17","$23,385,228.81",Lisa Cholodenko,7.1
3280,They Live ,1988,R,"$8,288,081.15","$26,954,762.73",John Carpenter,7.3
3281,The Last Exorcism Part II ,2013,PG-13,"$5,261,056.76","$15,944,031.30",Ed Gass-Donnelly,4.0
3282,Boyhood ,2014,R,"$4,141,659.91","$26,257,295.49",Richard Linklater,8.0
3283,Scoop ,2006,PG-13,"$4,863,492.06","$12,785,608.75",Woody Allen,6.7
3284,Planet of the Apes ,2001,PG-13,"$138,407,679.28","$249,150,071.76",Tim Burton,5.7
3285,The Wash ,2001,R,"$5,536,307.17","$13,975,156.25",DJ Pooh,4.6
3286,3 Strikes ,2000,R,"$8,540,766.55","$13,980,288.24",DJ Pooh,4.0
3287,The Cooler ,2003,R,"$4,262,956.52","$10,982,281.88",Wayne Kramer,7.0
3288,The Night Listener ,2006,R,"$4,863,492.06","$9,515,203.37",Patrick Stettner,5.9
3289,My Soul to Take ,2010,R,"$28,102,872.66","$16,454,220.70",Wes Craven,4.8
3290,The Orphanage ,2007,R,"$4,019,484.72","$8,463,553.51",J.A. Bayona,7.5
3291,A Haunted House 2 ,2014,R,"$4,141,659.91","$17,927,675.02",Michael Tiddes,4.7
3292,The Rules of Attraction ,2002,R,"$5,450,138.97","$8,891,577.44",Roger Avary,6.7
3293,Four Rooms ,1995,R,"$6,433,595.80","$6,918,256.26",Allison Anders,6.7
3294,Secretary ,2002,R,"$5,450,138.97","$5,513,819.75",Steven Shainberg,7.1
3295,The Real Cancun ,2003,R,"$10,657,391.30","$4,946,364.40",Rick de Oliveira,2.7
3296,Talk Radio ,1988,R,"$8,288,081.15","$7,186,951.55",Oliver Stone,7.3
3297,Waiting for Guffman ,1996,R,"$6,249,075.84","$4,518,991.08",Christopher Guest,7.6
3298,Love Stinks ,1999,R,"$5,885,234.09","$4,119,663.87",Jeff Franklin,5.8
3299,You Kill Me ,2007,R,"$4,728,805.55","$2,869,026.62",John Dahl,6.5
3300,Thumbsucker ,2005,R,"$5,020,378.90","$1,663,092.13",Mike Mills,6.6
3301,Mirrormask ,2005,PG,"$5,020,378.90","$1,085,605.48",Dave McKean,6.9
3302,Samsara ,2011,PG-13,"$4,358,870.63","$2,835,278.62",Ron Fricke,8.5
3303,The Barbarians ,1987,R,"$8,630,985.92","$1,726,197.18",Ruggero Deodato,4.8
3304,Poolhall Junkies ,2002,R,"$5,450,138.97","$765,824.91",Mars Callahan,7.0
3305,The Loss of Sexual Innocence ,1999,R,"$5,885,234.09","$588,218.85",Mike Figgis,5.4
3306,Joe ,2013,R,"$4,208,845.41","$391,314.25",David Gordon Green,6.9
3307,Shooting Fish ,1997,PG,"$4,581,682.24","$461,534.23",Stefan Schwartz,6.6
3308,Prison ,1987,R,"$2,805,070.42","$765,361.31",Renny Harlin,5.9
3309,Psycho Beach Party ,2000,Unrated,"$2,135,191.64","$377,369.50",Robert Lee King,6.3
3310,The Big Tease ,1999,R,"$5,885,234.09","$273,041.02",Kevin Allen,6.3
3311,Trust ,2010,R,"$10,679,091.61","$65,439.23",David Schwimmer,7.0
3312,An Everlasting Piece ,2000,R,"$19,928,455.28","$106,870.61",Barry Levinson,6.3
3313,Adore ,2013,R,"$16,835,381.64","$333,682.53",Anne Fontaine,6.2
3314,Mondays in the Sun ,2002,R,"$5,450,138.97","$199,477.81",Fernando León de Aranoa,7.7
3315,Stake Land ,2010,R,"$730,674.69","$20,761.28",Jim Mickle,6.5
3316,The Last Time I Committed Suicide ,1997,R,"$6,108,909.66","$19,603.49",Stephen Kay,5.8
3317,Futuro Beach ,2014,Unrated,"$4,141,659.91","$20,979.58",Karim Aïnouz,6.1
3318,Gone with the Wind ,1939,G,"$70,132,535.25","$3,503,192,931.18",Victor Fleming,8.2
3319,Desert Dancer ,2014,PG-13,"$4,141,659.91","$148,740.47",Richard Raymond,6.0
3320,Major Dundee ,1965,Approved,"$29,570,031.75","$115,735.55",Sam Peckinpah,6.8
3321,Annie Get Your Gun ,1950,Passed,"$38,332,140.22","$81,367,634.85",George Sidney,7.0
3322,Defendor ,2009,R,"$3,998,937.25","$42,966.87",Peter Stebbings,6.8
3323,The Pirate ,1948,Approved,"$37,632,531.12","$30,065,341.08",Vincente Minnelli,7.1
3324,The Good Heart ,2009,R,"$4,341,703.30","$22,804.23",Dagur Kári,6.9
3325,The History Boys ,2006,R,"$2,431,746.03","$3,290,953.64",Nicholas Hytner,6.9
3326,Unknown ,2011,PG-13,"$32,691,529.70","$66,576,194.54",Jaume Collet-Serra,6.9
3327,The Full Monty ,1997,R,"$5,345,295.95","$70,034,759.37",Peter Cattaneo,7.2
3328,Airplane! ,1980,PG,"$10,411,650.49","$248,094,757.28",Jim Abrahams,7.8
3329,Friday ,1995,R,"$5,629,396.33","$44,874,330.71",F. Gary Gray,7.3
3330,Menace II Society ,1993,R,"$5,937,162.63","$47,327,667.82",Albert Hughes,7.5
3331,Creepshow 2 ,1987,R,"$7,552,112.68","$30,208,450.70",Michael Gornick,6.0
3332,The Witch ,2015,R,"$3,619,655.97","$25,997,705.38",Robert Eggers,6.8
3333,I Got the Hook Up ,1998,R,"$5,263,312.88","$15,497,499.96",Michael Martin,3.9
3334,She's the One ,1996,R,"$5,467,941.36","$14,762,221.55",Edward Burns,6.1
3335,Gods and Monsters ,1998,R,"$5,263,312.88","$9,609,353.64",Bill Condon,7.5
3336,The Secret in Their Eyes ,2009,R,"$2,285,107.00","$23,042,360.86",Juan José Campanella,8.2
3337,Evil Dead II ,1987,X,"$7,767,887.32","$12,780,427.34",Sam Raimi,7.8
3338,Pootie Tang ,2001,PG-13,"$4,152,230.38","$4,558,121.97",Louis C.K.,5.2
3339,La otra conquista ,1998,R,"$5,263,312.88","$1,332,986.62",Salvador Carrasco,6.8
3340,Trollhunter ,2010,PG-13,"$22,369,886.63","$284,009.88",André Øvredal,7.0
3341,Ira & Abby ,2006,R,"$4,255,555.56","$267,776.58",Robert Cary,6.5
3342,The Watch ,2012,R,"$72,598,412.85","$36,673,465.12",Akiva Schaffer,5.7
3343,Winter Passing ,2005,R,"$4,392,831.54","$127,050.73",Adam Rapp,6.4
3344,D.E.B.S. ,2004,PG-13,"$4,541,662.26","$125,600.32",Angela Robinson,5.3
3345,March of the Penguins ,2005,G,"$10,040,757.81","$97,160,669.37",Luc Jacquet,7.6
3346,Margin Call ,2011,R,"$3,814,011.80","$5,834,390.83",J.C. Chandor,7.1
3347,Choke ,2008,R,"$3,415,465.65","$3,331,860.74",Clark Gregg,6.5
